Lng,Lat,Naam,beschrijving
4.9428331729,52.3723325392,Lage Brug (1997),kwartiermeesterstraat in de Kwartiermeesterstraat over het Spoorwegbassin
4.9488896009,52.37300721,Hoge Brug (1998),panamakade in de Pompmanstraat over het Spoorwegbassin
4.9494099494,52.3719689988,Korte Brug (1999),bootmanstraat in de Bootsmanstraat over de Binnenhaven
4.9225395795,52.3780308903,Jan Schaeferbrug (2000),oostelijke_handelskade in de Tosaristraat over de IJhaven
4.9767041083,52.3651496046,Enne�s Heermabrug (2001),ijburglaan in de IJburglaan voor het Steigereiland
4.9863010522,52.3600179879,Brug no. 2002,ijburglaan4 in de IJburglaan voorbij het Steigereiland
5.0157785293,52.3468807581,Benno Premselabrug (2005),ijmeer in de Wim Noordhoekkade over het IJmeer naar de Diemervijfhoek
5.0089710828,52.3366700461,Uyllanderbrug (2007),uyllanderbrug in de Overdiemerweg over het Amsterdam-Rijnkanaal
4.9704223748,52.3568679643,Nesciobrug (2013),ijburg naast de Ringweg Oost over het Amsterdam-Rijnkanaal
5.0110149261,52.3459697391,Brug no. 2050,nico_jessekade in de Nico Jessekade over de Hollandiagracht Oost
4.7978329536,52.3439903384,Brug no. 2151,vrije_geer2 in de Vrije Geer bij Sloten
4.8706267651,52.322418467,Brug no. 2163,in het Ecolint van het Klein Loopveld
4.8775415,52.3227397908,Brug no. 2164,in het Ecolint van het Klein Loopveld
4.881173211,52.3228119243,Brug no. 2165,in het Ecolint van het Klein Loopveld
4.8845259722,52.3228676638,Brug no. 2166,in het Ecolint van het Klein Loopveld
4.7747230407,52.3979889687,Brug no. 2200,noordzeeweg in de Noordzeeweg bij Heining
4.8913293954,52.3830253488,Han Lammersbrug (2202),westerdoksplein in het Westerdoksplein over het Westerdok
4.9215096112,52.3990944859,Buiksloterdraaibrug (2205),buiksloterdijk2 in de Buiksloterdijk over het Noordhollandsch Kanaal
4.9514752504,52.3459386069,Ruud Krolbrug (2232),park_de_meer in de Wembleystraat bij de Radioweg
4.9505901214,52.3454667045,Sjaak Swartbrug (2233),park_de_meer1 in de Wembleylaan bij de Stade des Colombes
4.9510997411,52.3451094972,Piet Keizerbrug (2234),park_de_meer2 in de Esplanada Park De Meer bij de Stade des Colombes
4.9519795057,52.3445294389,Gerrie M�hrenbrug (2235),park_de_meer3 in de Praterlaan bij de Stade des Colombes
4.9512874957,52.343130058,Barry Hulshoffbrug (2236),delle_alpihof in het Delle Alpihof bij het Voorlandpad
4.9481707689,52.3440018087,Johan Neeskensbrug (2237),park_de_meer4 in de Wembleylaan bij de Anfielroad
4.9487179395,52.3436839166,Johan Cruijffbrug (2238),park_de_meer5 in de Esplanade Park De Meer bij de Anfieldroad
4.9496245261,52.3431136715,Wim Suurbierbrug (2239),park_de_meer6 in de Praterlaan bij de Anfieldroad
4.9478757259,52.3431824946,Arie Haanbrug (2240),park_de_meer7 in de Esplanade Park de Meer biij de Middenweg
4.8515535768,52.3445056793,Jan Wilsbrug (2247),stadionkade1 in de Laan der Hesperiden over de Stadiongracht
4.7866186377,52.3510407299,Eduard Roosnekbrug (2252),trijn_hullemanlaan in de Trijn Hullemanstraat bij de Anton Holzelsingel
4.8717599984,52.3650726266,Jan Swammerdambrug (2291),jan_swammerdambrug in de Bilderdijkkade over het Jacob van Lennepkanaal
4.9473446485,52.3435315242,Horst Blankenburgbrug (2293),park_de_meer8 in de Wembleylaan bij de Middenweg
4.9300283071,52.3497267519,Brug no. 2294,park_frankendael5 in het Park Frankendael bij volkstuinenpark Klein Dantzig
4.9281561252,52.3486421173,Brug no. 2295,nobelweg3 toegangsbrug tot Klein Dantzig vanaf de Nobelweg
4.9286067363,52.3518238553,Brug no. 2296,kamerlingh_onnesweg toegangsbrug tot het Park Frankendael vanaf de Kamerlingh Onnesweg
4.9309348937,52.3528887525,Brug no. 2297,middenweg toegangsbrug tot het park Frankendael van de Middenweg
4.9175184842,52.401000231,Brug no. 2300,baron_de_coubertinlaan1 in de Baron de Coubertinlaan in Buiksloot
4.9340891715,52.3509031081,Brug no. 2307,park_frankendael9 in Park Frankendael
4.9331611272,52.3504443657,Brug no. 2308,park_frankendael8 in Park Frankendael
4.9317180988,52.3507622092,Brug no. 2311,park_frankendael1 in Park Frankendael
4.9333113309,52.3515551695,Brug no. 2312,park_frankendael2 in Park Frankendael
4.9308705207,52.3514535927,Brug no. 2314,park_frankendael4 in Park Frankendael
4.9316912767,52.3520630498,Brug no. 2315,heemtuin_park_frankendael in de Heemtuin van Park Frankendael
4.9518453952,52.3479588821,Dick van Dijkbrug (P),middenmeerpad_over_de_tweede_mol in het Middenmeerpad over de Tweede Molenwetering
4.950547206,52.3471887962,Johnny Repbrug (P),park_de_meer9 in het Middenmeerpad bij veld 14 over de Tweede molenwetering
4.7920822975,52.340719545,Brug no. 9P,plesmanlaan in de Plesmanlaan over de Ringvaart Haarlemmermeer
4.9598061916,52.3584241663,Brug no. 12P,westelijk_merwedekanaal in de Westelijke Merwedekanaaldijk bij het einde van de ringvaart
4.9691724654,52.3606076709,Ipenslotersluis (13P),diemerzeedijk4 in de Diemerzeedijk tussen het Buiten IJ en het Nieuwe Diep
4.7953116771,52.3414799113,Brug no. 26P,dorpsstraat_te_sloten in de Dorpsstraat van Sloten
4.9614262458,52.367039619,Amsterdamse brug (54P),insulindeweg in de Zuiderzeeweg over het Amsterdam-Rijnkanaal
4.9670320626,52.3785114504,Schellingerwouderbrug (55P),buiten_ij in de Zuiderzeeweg over het Buiten IJ
4.8445355769,52.3861546814,Brug no. 120P,velserweg in de Einsteinweg over de Velserweg
4.8445570346,52.3850512957,Brug no. 121P,haarlemmerweg5 in de Einsteinweg over de Haarlemmerweg
4.8447823402,52.3817573452,Brug no. 122P,wiltzanghlaan in de Einsteinweg over de Wiltzanghlaan
4.8445087549,52.3795077567,Brug no. 123P,leeuwendalersweg1 in de Einsteinweg over de Leeuwendalersweg
4.8440420505,52.3778900779,Brug no. 124P,bos_en_lommerweg1 in de Einsteinweg over de Bos en Lommerweg
4.8451042053,52.3851135051,Brug no. 172P,velserweg1 bij de Velserweg over de Haarlemmervaart
5.0147753831,52.3324415214,Brug Muiden,over_amsterdam_rijnkanaal in de A1 over het Amsterdam-Rijnkanaal bij de Maxis
5.0143408652,52.3327758845,Muiderfietsbrug,muiderfietsbrug_over_amsterdam over het Amsterdam-Rijnkamaal bij de Macro
5.0175166007,52.3247258804,Muiderspoorbrug,over_amsterdam_rijnkanaal1 in de spoorlijn over het Amsterdam-Rijnkanaal
5.0213467952,52.3028420079,Weesperbrug,over het Amsterdam-Rijnkanaal bij Driemond
4.9886573728,52.3280068724,Veeneikbrug,ganzenhoefpad in het Ganzenhoefpad over de Weespertrekvaart
4.9674451228,52.3588009227,Zeeburgerbrug,ringweg_oost in de Ringweg Oost naar het Eiland Zeeburg
4.9740916368,52.3740789655,Zeeburgertunnel,zeeburgertunnel Zeeburgertunnel in de Ringweg Oost naar het Eiland Zeeburg
4.8735999938,52.3381990992,Verdwenen brug,station_Zuid_WTC in het Gustav Mahlerplein bij Station Amsterdam Zuid
4.8833417769,52.3585552123,Verdwenen brug,museumplein in de ijsbaan op het Museumplein
